"Name","CD1 - vax [pretest]"
"Title","Technology Policy"
"Date","September 20, 2023 at 09:00 PM (GMT)"
"Duration","17:44:46"
"Participants","54"
"Participant Limit","100"
"Total Screener Polls","10"
"Total Conversation Questions","12"





"Notes","Section","Cross Conversation Tag - Polls and Opinions only (Optional)","Item type (dropdown)","Content","Duration in minutes (dropdown)","","Randomize poll options for each participant","Add 'Other' as an option","Add 'None of the above' as an option","Poll or Category Option 1","Poll or Category Option 2","Poll or Category Option 3","Poll or Category Option 4","Poll or Category Option 5","Poll or Category Option 6","Poll or Category Option 7","Poll or Category Option 8","Poll or Category Option 9","Poll or Category Option 10","Poll or Category Option 11","Poll or Category Option 12","Poll or Category Option 13","Poll or Category Option 14","Poll or Category Option 15","Poll or Category Option 16","Poll or Category Option 17","Poll or Category Option 18","Poll or Category Option 19","Poll or Category Option 20"
"","","Merge 352","onboarding single select","What is your age?","","","","","","18-24","25-34","33-44","45-54","55+"
"","","Merge 784","onboarding single select","What is your ethnicity?","","","","","","Asian","Black","Hispanic","White","Mixed","Other"
"","","Merge 612","onboarding single select","What gender do you identify with?","","","","","","Male","Female","Other","Prefer not to say"
"","","Merge 823","onboarding single select","What political party do you most identify with?","","","","","","Democrat","Republican","Independant","Other"
"","","Merge 143","onboarding single select","What is your highest level of education?","","","","","","No formal education","Elementary school","Middle school","High school or GED","College / Bachelors degree","Masters/ PhD or equivalent"
"","","Merge 675","onboarding single select","How much have you heard or read about AI (Artificial Intelligence)?","","","","","","A lot","A little","Nothing at all"
"","","Merge 440","onboarding single select","How often do you use an AI assistant such as ChatGPT, Claud, and Bard?","","","","","","Almost every day","Once or twice a week","Once or twice a month","Only once or twice ever","Never","Do not know what an AI assistant is"
"","","","onboarding single select","Overall, do you think the public has insights useful to guide how AI Assistants answer difficult questions??","","","Randomize","","","Yes, the public should help to decide how AI assistants answer difficult questions","No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions"
"","","Merge 376","onboarding single select","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…","","","Randomize","","","More excitedthan concerned","Equally concerned and excited","More concerned than excited"
"","","Merge 698","onboarding single select","What religious group or faith do you most identify with?","","","","","","Christian - Protestant","Christian - Catholic","Christian - Mormon","Jewish","Muslim","Hindu","Other","None - I do not identify with any religious group or faith"
"","Context set","","speak","Lets begin!","00:10"
"","Context set","","speak","We are working to develop policies that will govern the next generation of AI. We believe policies governing AI should be determined by democratic inputs, not just the people in power. Our hope is that through this conversation we can learn your views and use them to shape such policies.","00:10"
"","Context set","","speak","Your responses and votes today could have real impact on how the AI systems behave, so please be thoughtful and honest in your participation.","00:10"
"","Context set","","speak","The specific issue we want to discuss today is: How should an AI assistant handle requests for information or questions on vaccines?","00:10"
"","Education on AI assistants & censorship","","speak","So what is an AI assistant?","00:10"
"","Education on AI assistants & censorship","","speak","Modern AI assistants are powerful chatbots trained on nearly everything on the internet. This enables them to understand human language, and gives them knowledge of basically everything that can be found on the internet. You can think of them sort of like extremely knowledgeable and creative chatbots.","00:10"
"","Education on AI assistants & censorship","","speak","A few examples of modern AI assistants are ChatGPT , Claud, and Bard.","00:10"
"","Education on AI assistants & censorship","","speak","AI assistants can answer questions about nearly any topic. For example:","00:10"
"","Education on AI assistants & censorship","","image placeholder","","00:10"
"","Education on AI assistants & censorship","","speak","They can give instructions on how to do something.","00:10"
"","Education on AI assistants & censorship","","image placeholder","","00:10"
"","Education on AI assistants & censorship","","speak","They can write a computer program for you.","00:10"
"","Education on AI assistants & censorship","","image placeholder","","00:10"
"","Education on AI assistants & censorship","","speak","They can even write poetry.","00:10"
"","Education on AI assistants & censorship","","image placeholder","","00:10"
"","Education on AI assistants & censorship","","speak","They are good enough at conversation that people even treat them like friends or romantic partners!","00:10"
"","Education on AI assistants & censorship","","speak","Overall modern AI assistants are extremely powerful and capable conversational assistants. However, they can also randomly provide inaccurate information about people, places, or facts.","00:10"
"","Education on AI assistants & censorship","","speak","So what is the challenge of deciding how an AI assistant should handle requests for information or questions about vaccines?","00:10"
"","Education on AI assistants & censorship","","speak","Sometimes the AI might give information that is accurrate, or slightly off, or even totally wrong. Or sometimes it may provide information whose truthfulness is disputed.","00:10"
"","Education on AI assistants & censorship","","speak","And sometimes being wrong may have no real consequences (like if it recommends you get a safe vaccine against a disease you are unlikely to catch), yet other times being wrong could kill a person (like if it suggests you get a vaccine you may have a fatal alergic reaction to).","00:10"
