,timestamp,datetime,comment-id,voter-id,vote
0,1403054214196,Wed Jun 18 08:16:54 WIB 2014,0,0,0
1,1403057082753,Wed Jun 18 09:04:42 WIB 2014,0,1,1
2,1403058957160,Wed Jun 18 09:35:57 WIB 2014,0,3,1
3,1403058913597,Wed Jun 18 09:35:13 WIB 2014,0,4,1
4,1403058827830,Wed Jun 18 09:33:47 WIB 2014,0,5,-1
5,1403058871217,Wed Jun 18 09:34:31 WIB 2014,0,8,0
6,1403059043672,Wed Jun 18 09:37:23 WIB 2014,0,12,1
7,1403058850593,Wed Jun 18 09:34:10 WIB 2014,0,13,1
8,1403058898684,Wed Jun 18 09:34:58 WIB 2014,0,15,1
9,1403058864433,Wed Jun 18 09:34:24 WIB 2014,0,16,-1
10,1403058762281,Wed Jun 18 09:32:42 WIB 2014,0,17,1
11,1403058783928,Wed Jun 18 09:33:03 WIB 2014,0,20,1
12,1403058870107,Wed Jun 18 09:34:30 WIB 2014,0,24,-1
13,1403058986983,Wed Jun 18 09:36:26 WIB 2014,0,25,1
14,1403058791060,Wed Jun 18 09:33:11 WIB 2014,0,28,0
15,1403058816657,Wed Jun 18 09:33:36 WIB 2014,0,32,1
16,1403059005453,Wed Jun 18 09:36:45 WIB 2014,0,34,0
17,1403058808614,Wed Jun 18 09:33:28 WIB 2014,0,36,-1
18,1403058785212,Wed Jun 18 09:33:05 WIB 2014,0,37,1
19,1403058847092,Wed Jun 18 09:34:07 WIB 2014,0,41,-1
20,1403058921474,Wed Jun 18 09:35:21 WIB 2014,0,42,1
21,1403058962014,Wed Jun 18 09:36:02 WIB 2014,0,47,1
22,1403058875632,Wed Jun 18 09:34:35 WIB 2014,0,48,-1
23,1403059375813,Wed Jun 18 09:42:55 WIB 2014,0,49,1
24,1403059000595,Wed Jun 18 09:36:40 WIB 2014,0,51,1
25,1403058862124,Wed Jun 18 09:34:22 WIB 2014,0,52,-1
26,1403058973285,Wed Jun 18 09:36:13 WIB 2014,0,56,-1
27,1403058888491,Wed Jun 18 09:34:48 WIB 2014,0,58,1
28,1403059062713,Wed Jun 18 09:37:42 WIB 2014,0,60,1
29,1403058969464,Wed Jun 18 09:36:09 WIB 2014,0,61,-1
30,1403058808761,Wed Jun 18 09:33:28 WIB 2014,0,64,1
31,1403058822721,Wed Jun 18 09:33:42 WIB 2014,0,65,-1
32,1403058808318,Wed Jun 18 09:33:28 WIB 2014,0,66,1
33,1403058848067,Wed Jun 18 09:34:08 WIB 2014,0,68,-1
34,1403058817023,Wed Jun 18 09:33:37 WIB 2014,0,69,1
35,1403058884607,Wed Jun 18 09:34:44 WIB 2014,0,73,1
36,1403058981941,Wed Jun 18 09:36:21 WIB 2014,0,74,-1
37,1403058968944,Wed Jun 18 09:36:08 WIB 2014,0,81,1
38,1403059093085,Wed Jun 18 09:38:13 WIB 2014,0,82,1
39,1403059094318,Wed Jun 18 09:38:14 WIB 2014,0,82,1
40,1403058854146,Wed Jun 18 09:34:14 WIB 2014,0,83,1
41,1403058854278,Wed Jun 18 09:34:14 WIB 2014,0,83,1
42,1403058854558,Wed Jun 18 09:34:14 WIB 2014,0,83,1
43,1403058854605,Wed Jun 18 09:34:14 WIB 2014,0,83,1
44,1403058854781,Wed Jun 18 09:34:14 WIB 2014,0,83,1
45,1403058963777,Wed Jun 18 09:36:03 WIB 2014,0,88,1
46,1403058964762,Wed Jun 18 09:36:04 WIB 2014,0,88,1
47,1403058908417,Wed Jun 18 09:35:08 WIB 2014,0,92,1
48,1403059219010,Wed Jun 18 09:40:19 WIB 2014,0,96,-1
49,1403058936120,Wed Jun 18 09:35:36 WIB 2014,0,99,0
50,1403058998373,Wed Jun 18 09:36:38 WIB 2014,0,102,0
51,1403058946018,Wed Jun 18 09:35:46 WIB 2014,0,105,-1
52,1403058988826,Wed Jun 18 09:36:28 WIB 2014,0,108,-1
53,1403059130034,Wed Jun 18 09:38:50 WIB 2014,0,109,-1
54,1403059222735,Wed Jun 18 09:40:22 WIB 2014,0,110,0
55,1403059194484,Wed Jun 18 09:39:54 WIB 2014,0,115,1
56,1403059179808,Wed Jun 18 09:39:39 WIB 2014,0,118,1
57,1403059297200,Wed Jun 18 09:41:37 WIB 2014,0,192,0
58,1403067411555,Wed Jun 18 11:56:51 WIB 2014,0,215,0
59,1407387151040,Thu Aug 07 11:52:31 WIB 2014,0,229,-1
60,1437166464714,Sat Jul 18 03:54:24 WIB 2015,0,229,-1
61,1437166464816,Sat Jul 18 03:54:24 WIB 2015,0,229,1
62,1437166464818,Sat Jul 18 03:54:24 WIB 2015,0,229,1
63,1410388990097,Thu Sep 11 05:43:10 WIB 2014,0,5728,1
64,1443454400192,Mon Sep 28 22:33:20 WIB 2015,0,5806,1
65,1530810840196,Fri Jul 06 00:14:00 WIB 2018,0,5808,1
66,1473867961585,Wed Sep 14 22:46:01 WIB 2016,0,5987,-1
67,1478310322375,Sat Nov 05 08:45:22 WIB 2016,0,5988,-1
68,1475006896579,Wed Sep 28 03:08:16 WIB 2016,0,5989,1
69,1475052881431,Wed Sep 28 15:54:41 WIB 2016,0,5991,-1
70,1478550611786,Tue Nov 08 03:30:11 WIB 2016,0,5995,-1
71,1486029373521,Thu Feb 02 16:56:13 WIB 2017,0,5998,-1
72,1486068905805,Fri Feb 03 03:55:05 WIB 2017,0,5999,1
73,1486370714869,Mon Feb 06 15:45:14 WIB 2017,0,6001,1
74,1486375986999,Mon Feb 06 17:13:06 WIB 2017,0,6006,0
75,1486377402824,Mon Feb 06 17:36:42 WIB 2017,0,6008,-1
76,1486389783946,Mon Feb 06 21:03:03 WIB 2017,0,6016,0
77,1486400615582,Tue Feb 07 00:03:35 WIB 2017,0,6033,0
78,1486468541494,Tue Feb 07 18:55:41 WIB 2017,0,6053,1
79,1486474563502,Tue Feb 07 20:36:03 WIB 2017,0,6056,-1
80,1486988468959,Mon Feb 13 19:21:08 WIB 2017,0,6068,-1
81,1489501769375,Tue Mar 14 21:29:29 WIB 2017,0,6073,1
82,1489507265221,Tue Mar 14 23:01:05 WIB 2017,0,6074,0
83,1498459708619,Mon Jun 26 13:48:28 WIB 2017,0,6077,1
84,1504279816547,Fri Sep 01 22:30:16 WIB 2017,0,6081,1
85,1515180814133,Sat Jan 06 02:33:34 WIB 2018,0,6083,1
86,1512501504629,Wed Dec 06 02:18:24 WIB 2017,0,6084,-1
87,1512505351780,Wed Dec 06 03:22:31 WIB 2017,0,6085,-1
88,1513782153941,Wed Dec 20 22:02:33 WIB 2017,0,6088,-1
89,1513958452611,Fri Dec 22 23:00:52 WIB 2017,0,6090,0
90,1516632346113,Mon Jan 22 21:45:46 WIB 2018,0,6096,-1
91,1516634836097,Mon Jan 22 22:27:16 WIB 2018,0,6097,0
92,1519068121822,Tue Feb 20 02:22:01 WIB 2018,0,6100,-1
93,1533917613794,Fri Aug 10 23:13:33 WIB 2018,0,6105,1
94,1533645690107,Tue Aug 07 19:41:30 WIB 2018,0,6107,0
95,1535188757028,Sat Aug 25 16:19:17 WIB 2018,0,6111,-1
96,1536047667391,Tue Sep 04 14:54:27 WIB 2018,0,6120,0
97,1536056035857,Tue Sep 04 17:13:55 WIB 2018,0,6126,1
98,1536058525629,Tue Sep 04 17:55:25 WIB 2018,0,6128,0
99,1536063063253,Tue Sep 04 19:11:03 WIB 2018,0,6130,1
100,1536133602672,Wed Sep 05 14:46:42 WIB 2018,0,6139,0
101,1536136656183,Wed Sep 05 15:37:36 WIB 2018,0,6140,1
102,1536255427556,Fri Sep 07 00:37:07 WIB 2018,0,6147,0
103,1537160147428,Mon Sep 17 11:55:47 WIB 2018,0,6154,0
104,1537160148418,Mon Sep 17 11:55:48 WIB 2018,0,6154,0
105,1537246232860,Tue Sep 18 11:50:32 WIB 2018,0,6155,-1
106,1538374069326,Mon Oct 01 13:07:49 WIB 2018,0,6158,0
107,1538606807873,Thu Oct 04 05:46:47 WIB 2018,0,6160,-1
108,1541531331866,Wed Nov 07 02:08:51 WIB 2018,0,6162,1
109,1539291430159,Fri Oct 12 03:57:10 WIB 2018,0,6165,-1
110,1540364926770,Wed Oct 24 14:08:46 WIB 2018,0,6167,1
111,1549574291739,Fri Feb 08 04:18:11 WIB 2019,0,6180,1
112,1550057362659,Wed Feb 13 18:29:22 WIB 2019,0,6183,0
113,1403054218592,Wed Jun 18 08:16:58 WIB 2014,1,0,0
114,1403057077239,Wed Jun 18 09:04:37 WIB 2014,1,1,1
115,1403057436071,Wed Jun 18 09:10:36 WIB 2014,1,2,-1
116,1403058962188,Wed Jun 18 09:36:02 WIB 2014,1,3,-1
117,1403058871498,Wed Jun 18 09:34:31 WIB 2014,1,5,0
118,1403058874913,Wed Jun 18 09:34:34 WIB 2014,1,8,0
119,1403059009884,Wed Jun 18 09:36:49 WIB 2014,1,12,1
120,1403059084704,Wed Jun 18 09:38:04 WIB 2014,1,13,0
121,1403059069582,Wed Jun 18 09:37:49 WIB 2014,1,14,1
122,1403058759541,Wed Jun 18 09:32:39 WIB 2014,1,15,-1
123,1403058825778,Wed Jun 18 09:33:45 WIB 2014,1,16,1
124,1403058924133,Wed Jun 18 09:35:24 WIB 2014,1,19,1
125,1403058792412,Wed Jun 18 09:33:12 WIB 2014,1,20,-1
126,1403058917006,Wed Jun 18 09:35:17 WIB 2014,1,21,-1
127,1403058885509,Wed Jun 18 09:34:45 WIB 2014,1,22,1
128,1403058973249,Wed Jun 18 09:36:13 WIB 2014,1,23,-1
129,1403058919282,Wed Jun 18 09:35:19 WIB 2014,1,25,1
130,1403058917358,Wed Jun 18 09:35:17 WIB 2014,1,27,1
131,1403058772484,Wed Jun 18 09:32:52 WIB 2014,1,28,1
132,1403058821922,Wed Jun 18 09:33:41 WIB 2014,1,29,1
133,1403058899806,Wed Jun 18 09:34:59 WIB 2014,1,30,-1
134,1403058762217,Wed Jun 18 09:32:42 WIB 2014,1,32,0
135,1403058861128,Wed Jun 18 09:34:21 WIB 2014,1,34,0
136,1403058913944,Wed Jun 18 09:35:13 WIB 2014,1,35,0
137,1403058991078,Wed Jun 18 09:36:31 WIB 2014,1,37,1
138,1403059063008,Wed Jun 18 09:37:43 WIB 2014,1,41,1
139,1403058817391,Wed Jun 18 09:33:37 WIB 2014,1,44,1
140,1403058892337,Wed Jun 18 09:34:52 WIB 2014,1,48,1
141,1403059328212,Wed Jun 18 09:42:08 WIB 2014,1,49,1
142,1403059004527,Wed Jun 18 09:36:44 WIB 2014,1,50,1
143,1403058932508,Wed Jun 18 09:35:32 WIB 2014,1,51,1
144,1403059024537,Wed Jun 18 09:37:04 WIB 2014,1,52,-1
145,1403059077298,Wed Jun 18 09:37:57 WIB 2014,1,55,1
146,1403058814531,Wed Jun 18 09:33:34 WIB 2014,1,56,-1
147,1403058803698,Wed Jun 18 09:33:23 WIB 2014,1,58,1
148,1403058992229,Wed Jun 18 09:36:32 WIB 2014,1,59,1
149,1403058836118,Wed Jun 18 09:33:56 WIB 2014,1,60,1
150,1403058892932,Wed Jun 18 09:34:52 WIB 2014,1,61,-1
151,1403058891663,Wed Jun 18 09:34:51 WIB 2014,1,62,-1
152,1403058825419,Wed Jun 18 09:33:45 WIB 2014,1,63,1
153,1403058954169,Wed Jun 18 09:35:54 WIB 2014,1,65,1
154,1403058863743,Wed Jun 18 09:34:23 WIB 2014,1,69,-1
155,1403058849433,Wed Jun 18 09:34:09 WIB 2014,1,72,1
156,1403058917714,Wed Jun 18 09:35:17 WIB 2014,1,73,1
157,1403058809147,Wed Jun 18 09:33:29 WIB 2014,1,74,1
158,1403058958952,Wed Jun 18 09:35:58 WIB 2014,1,78,1
159,1403058842779,Wed Jun 18 09:34:02 WIB 2014,1,83,1
160,1403058843746,Wed Jun 18 09:34:03 WIB 2014,1,83,1
161,1403059051607,Wed Jun 18 09:37:31 WIB 2014,1,92,1
162,1403058912351,Wed Jun 18 09:35:12 WIB 2014,1,96,-1
163,1403059090688,Wed Jun 18 09:38:10 WIB 2014,1,99,-1
164,1403059002351,Wed Jun 18 09:36:42 WIB 2014,1,102,1
165,1403059016876,Wed Jun 18 09:36:56 WIB 2014,1,109,1
166,1403059081376,Wed Jun 18 09:38:01 WIB 2014,1,110,1
167,1403059120951,Wed Jun 18 09:38:40 WIB 2014,1,115,1
168,1403059399562,Wed Jun 18 09:43:19 WIB 2014,1,192,1
169,1403067405617,Wed Jun 18 11:56:45 WIB 2014,1,215,-1
