,id,subject,prompt template,comment,model,prompt,response,time
0,215,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Raising the minimum wage to a livable level is important to address income inequality and support workers' basic needs.,gpt-4-0314,"Suppose a person holds the following opinion: ""Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""Raising the minimum wage to a livable level is important to address income inequality and support workers' basic needs.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-16-00:22:19
1,215,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Higher minimum wage may negatively impact small businesses and potentially cause job losses or closures.,gpt-4-0314,"Suppose a person holds the following opinion: ""Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""Higher minimum wage may negatively impact small businesses and potentially cause job losses or closures.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-16-00:22:20
2,215,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Adopting a higher minimum wage could lead to increased automation and reduce the need for human workers.,gpt-4-0314,"Suppose a person holds the following opinion: ""Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""Adopting a higher minimum wage could lead to increased automation and reduce the need for human workers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-16-00:22:20
3,215,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Implementing a higher minimum wage may cause inflation and unfairness towards higher income populations.,gpt-4-0314,"Suppose a person holds the following opinion: ""Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""Implementing a higher minimum wage may cause inflation and unfairness towards higher income populations.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-16-00:22:22
4,215,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Alternative solutions, such as guaranteed minimum income or unionization, should be considered in place of raising the minimum wage.",gpt-4-0314,"Suppose a person holds the following opinion: ""Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""Alternative solutions, such as guaranteed minimum income or unionization, should be considered in place of raising the minimum wage.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-16-00:22:23
5,85,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Raising the minimum wage to a livable level is important to address income inequality and support workers' basic needs.,gpt-4-0314,"Suppose a person holds the following opinion: ""It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""Raising the minimum wage to a livable level is important to address income inequality and support workers' basic needs.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-16-00:22:23
6,85,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Higher minimum wage may negatively impact small businesses and potentially cause job losses or closures.,gpt-4-0314,"Suppose a person holds the following opinion: ""It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""Higher minimum wage may negatively impact small businesses and potentially cause job losses or closures.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-16-00:22:24
7,85,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Adopting a higher minimum wage could lead to increased automation and reduce the need for human workers.,gpt-4-0314,"Suppose a person holds the following opinion: ""It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""Adopting a higher minimum wage could lead to increased automation and reduce the need for human workers.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-16-00:22:25
8,85,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Implementing a higher minimum wage may cause inflation and unfairness towards higher income populations.,gpt-4-0314,"Suppose a person holds the following opinion: ""It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""Implementing a higher minimum wage may cause inflation and unfairness towards higher income populations.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-16-00:22:26
9,85,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Alternative solutions, such as guaranteed minimum income or unionization, should be considered in place of raising the minimum wage.",gpt-4-0314,"Suppose a person holds the following opinion: ""It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""Alternative solutions, such as guaranteed minimum income or unionization, should be considered in place of raising the minimum wage.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-16-00:22:27
